File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
wireshark-1.7.1/airpcap_loader.c,1547,9,4,buffer,sscanf,"The scanf() family's %s operation, without a limit specification, permits buffer overflows (CWE-120, CWE-20)","Specify a limit to %s, or use a different input function","If the scanf format is influenceable by an attacker, it's exploitable.","CWE-120, CWE-20","    a = sscanf(if_info->name,AIRPCAP_DEVICE_NUMBER_EXTRACT_STRING,&n);",701317050a72078c975ef478dd1b128457fdd5151074ee973082335715af7a23
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1704,76,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"ldap_specific_rights(tvbuff_t *tvb, gint offset, proto_tree *tree, guint32 access)",b6cb81cb26407afb1843de3561c61dcdcae085f17f282931e52be89c8a139d60
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1706,86,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_CONTROL_ACCESS, tvb, offset, 4, access);",b9f9dbe0b51f31889d5608581958ae754732b3b84b6093099477cbf32941ba70
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1708,83,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_LIST_OBJECT, tvb, offset, 4, access);",38186990dbf429ad50612f8355cde51aa5d63c1752c86336b66e7a213fdecf3b
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1710,83,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_DELETE_TREE, tvb, offset, 4, access);",d9c6eed0507e418ece41580a1ef473ed8a1ba655c6b1c04d16e90ee5eeafdc13
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1712,82,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_WRITE_PROP, tvb, offset, 4, access);",b913ea4192fbeda1b90215a3912d476f08c8a36347b11fe9d1badde6c837da4c
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1714,81,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_READ_PROP, tvb, offset, 4, access);",3956c60269d9cd20d5ac64502f7c746c86c8100c33b2897f9d3aac644d1d0f01
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1716,82,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_SELF_WRITE, tvb, offset, 4, access);",597c803a07d08451b176b5efd55a2ab9b1e372daa3f79fe90c20ab9afa17f1dc
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1718,76,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_LIST, tvb, offset, 4, access);",9082012350f3142efe1ab19d197f10e871588d921a148a18b89be9f602b15ff9
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1720,84,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_DELETE_CHILD, tvb, offset, 4, access);",da681579c88c22b52d9db9787a2a766db6d74f4298d6d5e7a5c3f39809c0bf7f
wireshark-1.7.1/asn1/ldap/packet-ldap-template.c,1722,84,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_CREATE_CHILD, tvb, offset, 4, access);",ad96a0ac571fa728f6d9e2eb29cb1a173393ffdf6ecf9db23d66612c386b57e4
wireshark-1.7.1/asn1/snmp/packet-snmp-template.c,47,21,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,#define D(args) do {printf args; fflush(stdout); } while(0),154b9948bec589c7a3f70dd8aa743997584dc05bf0e2507eab9ef14b67569535
wireshark-1.7.1/capture_sync.c,622,9,4,shell,execv,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"        execv(argv[0], (gpointer)argv);",430542ae069e0ab5aa72bf4b6cf9a88da20530c3e5925232662e4606701027c9
wireshark-1.7.1/capture_sync.c,848,9,4,shell,execv,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"        execv(argv[0], (gpointer)argv);",430542ae069e0ab5aa72bf4b6cf9a88da20530c3e5925232662e4606701027c9
wireshark-1.7.1/dftest.c,166,2,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"	vfprintf(stderr, msg_format, ap);",86136173c58c733984fb74a144954a9280a9688dd7f7e33902cc12829176cb6b
wireshark-1.7.1/dftest.c,177,2,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"	fprintf(stderr, file_open_error_message(err, for_writing), filename);",e69ca8d332d0deae88e3f2bee60a43d891aec19018911a0c126cf51a8ad0ec07
wireshark-1.7.1/dumpcap.c,507,5,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"    vfprintf(stderr, fmt, ap);",381056f19c08f4331c17c78750842a683ae04a2ee42516551c66ce2e05d9807e
wireshark-1.7.1/dumpcap.c,539,9,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"        vfprintf(stderr, fmt, ap);",381056f19c08f4331c17c78750842a683ae04a2ee42516551c66ce2e05d9807e
wireshark-1.7.1/dumpcap.c,562,9,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"        vfprintf(stderr, fmt, ap);",381056f19c08f4331c17c78750842a683ae04a2ee42516551c66ce2e05d9807e
wireshark-1.7.1/epan/camel-persistentdata.c,139,3,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"  vfprintf(stderr, fmt, ap);",381056f19c08f4331c17c78750842a683ae04a2ee42516551c66ce2e05d9807e
wireshark-1.7.1/epan/dfilter/semcheck.c,47,2,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,	printf x; \,cccfd200c16704b58ec3c09dfbac323ff88747a41348c882c338e7863e1b0d6e
wireshark-1.7.1/epan/diam_dict.c,3015,17,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"	if (debugging) vfprintf(stderr, fmt, ap);",942c4caae03cca72f49f78ee892e9fe8a8283cfd69231cd6c1f7a6f2728515c7
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,111,2,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"	vfprintf (stderr, format, args);",7598b9622bd5c7f898c540d0b39d18a3af7d081811ece6b6e82a4223e97bac61
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,116,3,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"		vfprintf (fh, format, args);",9a40b886b7ab23bfcb2f81cf0ce2b144cc17d66894ca176987acfc9e72a5fd45
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,861,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(hf_status, ""hf_%s_opnum"", ifname);",554fb1cf33f1ecfc6702d7d3fe35d943ab997a06e01a41dad9e0b85d94d04ac6
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,862,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(filter_name, ""%s.opnum"", ifname);",d88c3b6c913bed3f8ac5ca394c4f45bdd9b231d1e0d3c24c6aebc0974e3abf68
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,866,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(hf_status, ""hf_%s_rc"", ifname);",f86678874bddc1b7559787525cff44e55dad380cde71ab7f8b9c70335a2ed8f5
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,867,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(filter_name, ""%s.rc"", ifname);",ad68d77e07cb78549d134ce44cc41a3db1325214f25db08bc8bb1c1feeb10cf2
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1062,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1074,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1086,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1099,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1114,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1127,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1142,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1154,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1166,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1179,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1191,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1210,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.7.1/epan/dissectors/dcerpc/idl2wrs.c,1225,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
